AB	Pop	Species	Replicate	k	auc_e
3.044877681	ANC	1842	2	0.007122132	16.785
1.353278969	ANC	1842	2	0.00746635	18.28
0.60145732	ANC	1842	2	0.780512403	1419.12
0.267314364	ANC	1842	2	0.625794299	1155.93
1333.333333	ANC	105	1	0.005282341	17137
592.5925926	ANC	105	1	0.00525973	36130
263.3744856	ANC	105	1	0.005007186	11.485
117.0553269	ANC	105	1	0.004951567	10.665
52.02458975	ANC	105	1	0.007266352	16.31
23.12203989	ANC	105	1	0.006918636	15.095
10.27646217	ANC	105	1	0.016652846	38.915
4.567316521	ANC	105	1	0.431185444	141.9
2.029918454	ANC	105	1	0.510547694	631.275
0.90218598	ANC	105	1	0.561858674	784.87
0.400971546	ANC	105	1	0.74300306	1035.255
0	ANC	105	1	0.610323148	933.805
2000	ANC	2159	1	2996599.002	81.385
888.8888889	ANC	2159	1	0.476399374	350.87
395.0617284	ANC	2159	1	0.442466353	517.14
175.5829904	ANC	2159	1	0.746322227	905.705
78.03688462	ANC	2159	1	0.478237808	653.94
34.68305983	ANC	2159	1	0.748436945	976.63
15.41469326	ANC	2159	1	0.716613957	952.625
6.850974782	ANC	2159	1	0.734979758	1011.175
3.044877681	ANC	2159	1	0.445845922	652.03
1.353278969	ANC	2159	1	0.704361495	945.105
0.60145732	ANC	2159	1	0.556626295	809.77
0.267314364	ANC	2159	1	0.701780874	984.155
2000	ANC	2494	1	0.003405615	6.235
888.8888889	ANC	2494	1	0.002363866	11475
395.0617284	ANC	2494	1	0.003214365	41456
175.5829904	ANC	2494	1	0.005028589	9.795
78.03688462	ANC	2494	1	0.017399616	23.875
34.68305983	ANC	2494	1	0.004077417	8.545
15.41469326	ANC	2494	1	0.498490638	249.865
6.850974782	ANC	2494	1	0.011916081	29.59
3.044877681	ANC	2494	1	0.442597612	270.125
1.353278969	ANC	2494	1	1.014448383	980.88
0.60145732	ANC	2494	1	0.458908293	613.49
0.267314364	ANC	2494	1	0.725378247	875.395
2000	ANC	3237	1	341.3405321	42461
888.8888889	ANC	3237	1	0.004463727	10.535
395.0617284	ANC	3237	1	0.001756303	4
175.5829904	ANC	3237	1	0.009975953	23.935
78.03688462	ANC	3237	1	0.007776388	19.62
34.68305983	ANC	3237	1	0.003054045	7.305
15.41469326	ANC	3237	1	0.008822624	19.635
6.850974782	ANC	3237	1	0.011723955	28.975
3.044877681	ANC	3237	1	0.006567467	16.24
1.353278969	ANC	3237	1	0.015489845	36.54
0.60145732	ANC	3237	1	0.013523837	31.055
0.267314364	ANC	3237	1	55624.97526	38.655
1333.333333	ANC	1287	1	0.003314563	8.445
592.5925926	ANC	1287	1	0.004707137	11.865
263.3744856	ANC	1287	1	0.008179399	16.55
117.0553269	ANC	1287	1	0.007541294	45426
52.02458975	ANC	1287	1	0.023225408	24.135
23.12203989	ANC	1287	1	0.009118622	18.955
10.27646217	ANC	1287	1	0.47349243	390.56
4.567316521	ANC	1287	1	0.339217795	816.14
2.029918454	ANC	1287	1	0.343863676	818.2
0.90218598	ANC	1287	1	0.363140997	856.885
0.400971546	ANC	1287	1	0.372794452	876.33
0	ANC	1287	1	0.45937033	1080.33
1333.333333	ANC	1896	1	0.006060531	9.275
592.5925926	ANC	1896	1	0.005592252	26512
263.3744856	ANC	1896	1	0.004873724	10.645
117.0553269	ANC	1896	1	0.006011222	45474
52.02458975	ANC	1896	1	0.007964579	18.87
23.12203989	ANC	1896	1	0.283146544	549.86
10.27646217	ANC	1896	1	0.287902239	562.73
4.567316521	ANC	1896	1	0.320751506	614.35
2.029918454	ANC	1896	1	0.261894772	518.32
0.90218598	ANC	1896	1	0.262216231	516.155
0.400971546	ANC	1896	1	0.330016208	630.97
0	ANC	1896	1	0.281474721	567.31
1333.333333	ANC	2159	1	0.369438797	301.1
592.5925926	ANC	2159	1	0.494278531	534.375
263.3744856	ANC	2159	1	0.405843738	538.15
117.0553269	ANC	2159	1	0.953947033	1193.545
52.02458975	ANC	2159	1	0.485971918	742.735
23.12203989	ANC	2159	1	0.737196652	1024.18
10.27646217	ANC	2159	1	0.734146749	1004.645
4.567316521	ANC	2159	1	0.71692192	1011.54
2.029918454	ANC	2159	1	0.57642381	857.635
0.90218598	ANC	2159	1	0.641917068	928.26
0.400971546	ANC	2159	1	0.422636019	652.645
0	ANC	2159	1	0.704263798	1030.5
1333.333333	ANC	2494	1	0.002572964	6.635
592.5925926	ANC	2494	1	0.004092687	8.585
263.3744856	ANC	2494	1	0.004469764	43009
117.0553269	ANC	2494	1	0.004359424	9.315
52.02458975	ANC	2494	1	0.416917909	95.285
23.12203989	ANC	2494	1	0.006417229	13119
10.27646217	ANC	2494	1	0.015817138	33.15
4.567316521	ANC	2494	1	179320.9205	15.82
2.029918454	ANC	2494	1	0.844810437	1028.66
0.90218598	ANC	2494	1	0.917938937	968.325
0.400971546	ANC	2494	1	0.847241505	779.545
0	ANC	2494	1	0.678022696	880.665
1333.333333	ANC	3237	1	0.003	45389
592.5925926	ANC	3237	1	0.005747076	14.29
263.3744856	ANC	3237	1	0.003067773	7.375
117.0553269	ANC	3237	1	0.003142804	19176
52.02458975	ANC	3237	1	0.00785551	45368
23.12203989	ANC	3237	1	0.006079559	35034
10.27646217	ANC	3237	1	0.015347158	33.375
4.567316521	ANC	3237	1	0.006922008	13.365
2.029918454	ANC	3237	1	0.0058468	12.525
0.90218598	ANC	3237	1	0.008069044	45490
0.400971546	ANC	3237	1	0.009226125	19.085
0	ANC	3237	1	0.422061005	187.08
2000	ANC	105	1	0.002847714	43191
888.8888889	ANC	105	1	0.00436139	10.635
395.0617284	ANC	105	1	0.002520173	6.255
175.5829904	ANC	105	1	0.005135122	35004
78.03688462	ANC	105	1	0.007553273	45340
34.68305983	ANC	105	1	0.004545773	16254
15.41469326	ANC	105	1	0.010400447	23.36
6.850974782	ANC	105	1	0.019367415	30.035
3.044877681	ANC	105	1	0.472090319	657.615
1.353278969	ANC	105	1	0.564899744	881.22
0.60145732	ANC	105	1	0.546680388	892.86
0.267314364	ANC	105	1	0.640352555	980.785
2000	ANC	1287	1	0.001	3.145
888.8888889	ANC	1287	1	0.009595717	15.225
395.0617284	ANC	1287	1	0.001180509	2.835
175.5829904	ANC	1287	1	26212.56571	10.915
78.03688462	ANC	1287	1	0.005749701	15.38
34.68305983	ANC	1287	1	0.005114198	10.035
15.41469326	ANC	1287	1	0.21194126	372.64
6.850974782	ANC	1287	1	0.338338335	702.705
3.044877681	ANC	1287	1	0.433799886	1040.745
1.353278969	ANC	1287	1	0.417137213	994.32
0.60145732	ANC	1287	1	0.39287596	924.425
0.267314364	ANC	1287	1	0.48753189	1139.17
2000	ANC	1896	1	0.002	45327
888.8888889	ANC	1896	1	0.005154998	10.905
395.0617284	ANC	1896	1	0.003246017	6.115
175.5829904	ANC	1896	1	0.005845192	16041
78.03688462	ANC	1896	1	0.010894558	27.355
34.68305983	ANC	1896	1	0.266695184	391.285
15.41469326	ANC	1896	1	0.273798543	526.895
6.850974782	ANC	1896	1	0.289675499	569.565
3.044877681	ANC	1896	1	0.247951421	486.73
1.353278969	ANC	1896	1	0.269459892	528.42
0.60145732	ANC	1896	1	0.32076035	606.72
0.267314364	ANC	1896	1	0.321297247	610.305
1333.333333	ANC	105	2	0.005561901	27699
592.5925926	ANC	105	2	0.002782159	6.295
263.3744856	ANC	105	2	0.004626948	10.485
117.0553269	ANC	105	2	0.004059973	45901
52.02458975	ANC	105	2	0.006958543	16.245
23.12203989	ANC	105	2	0.0070791	15.54
10.27646217	ANC	105	2	0.018300461	42.105
4.567316521	ANC	105	2	0.431196092	230.305
2.029918454	ANC	105	2	0.483139136	707.555
0.90218598	ANC	105	2	0.583597695	925.315
0.400971546	ANC	105	2	0.626323776	1014.965
0	ANC	105	2	0.584616551	1016.94
2000	ANC	2159	2	0.532558879	303.165
888.8888889	ANC	2159	2	0.303139627	346.325
395.0617284	ANC	2159	2	0.393034468	567.79
175.5829904	ANC	2159	2	0.711777548	1093.175
78.03688462	ANC	2159	2	0.564012894	838.72
34.68305983	ANC	2159	2	0.383772111	617.18
15.41469326	ANC	2159	2	0.67836305	1018.98
6.850974782	ANC	2159	2	0.735356791	1132.78
3.044877681	ANC	2159	2	0.657060694	994.885
1.353278969	ANC	2159	2	0.709079703	1078.825
0.60145732	ANC	2159	2	0.381715201	641.335
0.267314364	ANC	2159	2	0.648920999	1056.665
2000	ANC	2494	2	0.004496556	6.925
888.8888889	ANC	2494	2	0.007406402	13.64
395.0617284	ANC	2494	2	0.004053939	8.355
175.5829904	ANC	2494	2	0.007205662	13.68
78.03688462	ANC	2494	2	0.008588061	45526
34.68305983	ANC	2494	2	0.001325127	3.365
15.41469326	ANC	2494	2	0.01184582	20.885
6.850974782	ANC	2494	2	0.014431308	31.855
3.044877681	ANC	2494	2	0.619290459	476.525
1.353278969	ANC	2494	2	0.829692875	922.715
0.60145732	ANC	2494	2	0.734937616	890.82
0.267314364	ANC	2494	2	0.645918353	925.51
2000	ANC	3237	2	0.002195339	23863
888.8888889	ANC	3237	2	0.005	12.775
395.0617284	ANC	3237	2	0.002009385	45387
175.5829904	ANC	3237	2	0.004474101	9.785
78.03688462	ANC	3237	2	0.010957343	26.225
34.68305983	ANC	3237	2	0.003893373	7.975
15.41469326	ANC	3237	2	0.009404878	21.16
6.850974782	ANC	3237	2	0.009232863	22.26
3.044877681	ANC	3237	2	0.007188703	18.195
1.353278969	ANC	3237	2	0.014846705	35.005
0.60145732	ANC	3237	2	0.0168505	39.615
0.267314364	ANC	3237	2	55145.08572	41.82
1333.333333	ANC	1287	2	0.003722113	45452
592.5925926	ANC	1287	2	0.004565739	12601
263.3744856	ANC	1287	2	0.006535395	13.485
117.0553269	ANC	1287	2	0.003302989	43647
52.02458975	ANC	1287	2	0.010508435	45343
23.12203989	ANC	1287	2	0.006839318	14.605
10.27646217	ANC	1287	2	0.417815052	322.205
4.567316521	ANC	1287	2	0.346888094	837.505
2.029918454	ANC	1287	2	0.348011651	819.255
0.90218598	ANC	1287	2	0.365008765	863.94
0.400971546	ANC	1287	2	0.375349686	881.395
0	ANC	1287	2	0.452133476	1069.65
1333.333333	ANC	1896	2	4562.827514	31260
592.5925926	ANC	1896	2	0.004731846	14489
263.3744856	ANC	1896	2	0.00520819	11.055
117.0553269	ANC	1896	2	0.003425665	6.565
52.02458975	ANC	1896	2	0.009032444	45465
23.12203989	ANC	1896	2	0.276625768	539.035
10.27646217	ANC	1896	2	0.275085153	538.795
4.567316521	ANC	1896	2	0.279409133	546.98
2.029918454	ANC	1896	2	0.265957656	532.525
0.90218598	ANC	1896	2	0.343576981	661.745
0.400971546	ANC	1896	2	0.32046035	613.445
0	ANC	1896	2	0.288932797	576.36
1333.333333	ANC	2159	2	0.337224366	280.92
592.5925926	ANC	2159	2	0.661862415	577.835
263.3744856	ANC	2159	2	0.67840565	808.61
117.0553269	ANC	2159	2	0.950340853	1240.48
52.02458975	ANC	2159	2	0.430095088	662.515
23.12203989	ANC	2159	2	0.721901633	1015.75
10.27646217	ANC	2159	2	0.685470548	991.835
4.567316521	ANC	2159	2	0.65481202	991.29
2.029918454	ANC	2159	2	0.648833133	978.425
0.90218598	ANC	2159	2	0.676248239	975.33
0.400971546	ANC	2159	2	0.507897694	770.38
0	ANC	2159	2	0.696699578	1013.99
1333.333333	ANC	2494	2	0.003	7.245
592.5925926	ANC	2494	2	0.003066784	7.285
263.3744856	ANC	2494	2	0.005092728	11.655
117.0553269	ANC	2494	2	0.003075626	6.645
52.02458975	ANC	2494	2	0.007	17.045
23.12203989	ANC	2494	2	0.006095873	31017
10.27646217	ANC	2494	2	0.012677586	30.27
4.567316521	ANC	2494	2	0.005184377	10.475
2.029918454	ANC	2494	2	0.756642426	638.195
0.90218598	ANC	2494	2	0.85459534	614.43
0.400971546	ANC	2494	2	0.444852588	460.04
0	ANC	2494	2	0.562526334	632.92
1333.333333	ANC	3237	2	0.002640421	5.385
592.5925926	ANC	3237	2	0.003075406	7.685
263.3744856	ANC	3237	2	0.003972024	25416
117.0553269	ANC	3237	2	0.003073626	6.975
52.02458975	ANC	3237	2	0.007365415	16.89
23.12203989	ANC	3237	2	0.005110994	10.445
10.27646217	ANC	3237	2	0.017450233	39.8
4.567316521	ANC	3237	2	0.005064617	10.795
2.029918454	ANC	3237	2	0.008144754	19.36
0.90218598	ANC	3237	2	0.007418943	16.455
0.400971546	ANC	3237	2	0.007639405	15.415
0	ANC	3237	2	0.523390757	183.21
2000	ANC	105	2	0.00241821	24139
888.8888889	ANC	105	2	0.004248901	9.925
395.0617284	ANC	105	2	0.003023401	47300
175.5829904	ANC	105	2	0.003929879	45300
78.03688462	ANC	105	2	0.008711818	22.425
34.68305983	ANC	105	2	0.002073714	45477
15.41469326	ANC	105	2	0.011418347	25.61
6.850974782	ANC	105	2	0.015563739	27.14
3.044877681	ANC	105	2	0.446406455	598.11
1.353278969	ANC	105	2	0.589738379	865.35
0.60145732	ANC	105	2	0.539071568	841.87
0.267314364	ANC	105	2	0.567547785	880.18
2000	ANC	1287	2	0.001290876	3.465
888.8888889	ANC	1287	2	0.002	12601
395.0617284	ANC	1287	2	0.002067526	41395
175.5829904	ANC	1287	2	3137.23646	10.005
78.03688462	ANC	1287	2	0.017593397	26.97
34.68305983	ANC	1287	2	0.00457645	9.455
15.41469326	ANC	1287	2	0.010107556	21.96
6.850974782	ANC	1287	2	0.387926723	793.13
3.044877681	ANC	1287	2	0.474475502	1135.79
1.353278969	ANC	1287	2	0.41517539	1006.865
0.60145732	ANC	1287	2	0.366986444	865.235
0.267314364	ANC	1287	2	0.446771491	1056.46
2000	ANC	1896	2	0.002139908	31898
888.8888889	ANC	1896	2	0.003099933	41456
395.0617284	ANC	1896	2	0.002540554	5.945
175.5829904	ANC	1896	2	0.002037007	42491
78.03688462	ANC	1896	2	0.013708328	28.675
34.68305983	ANC	1896	2	0.26535473	398.77
15.41469326	ANC	1896	2	0.287255908	557.025
6.850974782	ANC	1896	2	0.312201751	606.6
3.044877681	ANC	1896	2	0.275912929	543.92
1.353278969	ANC	1896	2	0.271164867	526.665
0.60145732	ANC	1896	2	0.328503304	629.68
0.267314364	ANC	1896	2	0.306831241	594.975
1333.333333	ANC	262	1	0.004526189	10.765
592.5925926	ANC	262	1	0.00363856	44774
263.3744856	ANC	262	1	0.006081328	13.78
117.0553269	ANC	262	1	0.004126857	9.965
52.02458975	ANC	262	1	0.007186576	16.915
23.12203989	ANC	262	1	0.007151842	15.535
10.27646217	ANC	262	1	0.017445702	40.64
4.567316521	ANC	262	1	0.006433319	13.115
2.029918454	ANC	262	1	0.011022453	23.47
0.90218598	ANC	262	1	0.303254253	335.17
0.400971546	ANC	262	1	0.263680256	350.81
0	ANC	262	1	0.297068292	441.24
2000	ANC	2160	1	1067.304101	42461
888.8888889	ANC	2160	1	0.006227663	12.525
395.0617284	ANC	2160	1	10107.1282	9.345
175.5829904	ANC	2160	1	0.004793921	10.515
78.03688462	ANC	2160	1	0.006993207	45399
34.68305983	ANC	2160	1	15284.09895	27150
15.41469326	ANC	2160	1	0.010626355	22.815
6.850974782	ANC	2160	1	0.008556926	21.81
3.044877681	ANC	2160	1	0.007959156	17.485
1.353278969	ANC	2160	1	0.015437174	34.405
0.60145732	ANC	2160	1	0.013134445	29.325
0.267314364	ANC	2160	1	0.153985155	287.22
2000	ANC	2659	1	0.00365569	5.695
888.8888889	ANC	2659	1	0	0
395.0617284	ANC	2659	1	0	0
175.5829904	ANC	2659	1	0.003501248	23193
78.03688462	ANC	2659	1	0.043825993	46.515
34.68305983	ANC	2659	1	0.019872309	34.315
15.41469326	ANC	2659	1	0.102371986	42.315
6.850974782	ANC	2659	1	0.023927042	57.7
3.044877681	ANC	2659	1	0.376647881	708.325
1.353278969	ANC	2659	1	0.365951536	709.905
0.60145732	ANC	2659	1	0.765944909	1445.155
0.267314364	ANC	2659	1	0.667104424	1282.915
2000	ANC	only medium	1	0.002005432	45387
888.8888889	ANC	only medium	1	0.004938295	11.845
395.0617284	ANC	only medium	1	0.002211863	44652
175.5829904	ANC	only medium	1	0.00488148	11.435
78.03688462	ANC	only medium	1	0.00684812	16.315
34.68305983	ANC	only medium	1	0.004174969	17015
15.41469326	ANC	only medium	1	0.009697261	21.455
6.850974782	ANC	only medium	1	0.011185356	27.405
3.044877681	ANC	only medium	1	0.006003472	14.91
1.353278969	ANC	only medium	1	0.013051203	30.585
0.60145732	ANC	only medium	1	0.010950122	26.265
0.267314364	ANC	only medium	1	0.020642632	38.315
1333.333333	ANC	1292	1	0.005693083	30195
592.5925926	ANC	1292	1	0.004726951	19176
263.3744856	ANC	1292	1	0.004661799	9.815
117.0553269	ANC	1292	1	0.005236374	30834
52.02458975	ANC	1292	1	0.008213128	17.76
23.12203989	ANC	1292	1	0.007722917	16.61
10.27646217	ANC	1292	1	0.017406814	42.385
4.567316521	ANC	1292	1	0.007193181	15.825
2.029918454	ANC	1292	1	0.008878437	19.75
0.90218598	ANC	1292	1	0.007559398	15.815
0.400971546	ANC	1292	1	0.169853561	71.19
0	ANC	1292	1	0.291745345	596.035
1333.333333	ANC	1972	1	0.002243705	5.875
592.5925926	ANC	1972	1	33603.79501	11.675
263.3744856	ANC	1972	1	0.005048779	32813
117.0553269	ANC	1972	1	0.417636454	786.62
52.02458975	ANC	1972	1	0.388843458	903.31
23.12203989	ANC	1972	1	0.340334049	819.795
10.27646217	ANC	1972	1	0.486777816	1165.23
4.567316521	ANC	1972	1	0.53095654	1263.97
2.029918454	ANC	1972	1	0.307362259	748.57
0.90218598	ANC	1972	1	0.323347023	789.14
0.400971546	ANC	1972	1	0.802980783	1595.5
0	ANC	1972	1	0.345808595	847.165
1333.333333	ANC	2160	1	0.002656699	42917
592.5925926	ANC	2160	1	7154.639658	8.125
263.3744856	ANC	2160	1	0.005837926	10.645
117.0553269	ANC	2160	1	0.004012787	8.275
52.02458975	ANC	2160	1	0.006161019	15.785
23.12203989	ANC	2160	1	0.008049324	13.55
10.27646217	ANC	2160	1	0.020246754	40.22
4.567316521	ANC	2160	1	0.007385898	14.025
2.029918454	ANC	2160	1	0.007454198	17.805
0.90218598	ANC	2160	1	0	0
0.400971546	ANC	2160	1	0.009939969	18.315
0	ANC	2160	1	0.165216501	306.415
1333.333333	ANC	2659	1	0.002285821	6.065
592.5925926	ANC	2659	1	0.002014692	28581
263.3744856	ANC	2659	1	0.00403929	19238
117.0553269	ANC	2659	1	0.003	7.615
52.02458975	ANC	2659	1	0.028417231	29.945
23.12203989	ANC	2659	1	0.021904815	33.425
10.27646217	ANC	2659	1	50348.36958	26.255
4.567316521	ANC	2659	1	21214.89791	9.615
2.029918454	ANC	2659	1	0.534978926	963.21
0.90218598	ANC	2659	1	0.398271399	783.83
0.400971546	ANC	2659	1	0.676138491	1061.12
0	ANC	2659	1	0.572999255	976.505
1333.333333	ANC	only medium	1	0.003033779	6.445
592.5925926	ANC	only medium	1	0.002849489	5.785
263.3744856	ANC	only medium	1	0.003065798	7.485
117.0553269	ANC	only medium	1	0.003378746	45512
52.02458975	ANC	only medium	1	0.006189186	14.785
23.12203989	ANC	only medium	1	0.005204934	12724
10.27646217	ANC	only medium	1	0.015902305	35.79
4.567316521	ANC	only medium	1	0.006184506	14.255
2.029918454	ANC	only medium	1	0.008566183	20.23
0.90218598	ANC	only medium	1	0.006412276	13
0.400971546	ANC	only medium	1	0.008626277	18.91
0	ANC	only medium	1	0.017551989	38.715
2000	ANC	262	1	0	0
888.8888889	ANC	262	1	0.004434109	10.195
395.0617284	ANC	262	1	0.002057016	35886
175.5829904	ANC	262	1	0.007011617	15.52
78.03688462	ANC	262	1	0.009676076	21.98
34.68305983	ANC	262	1	0.003204322	7.515
15.41469326	ANC	262	1	0.011425217	25.385
6.850974782	ANC	262	1	0.013887782	33.38
3.044877681	ANC	262	1	0.007999473	17.805
1.353278969	ANC	262	1	0.50878672	114.795
0.60145732	ANC	262	1	0.271523594	314.79
0.267314364	ANC	262	1	0.298059585	370.3
2000	ANC	1292	1	0.002242886	18719
888.8888889	ANC	1292	1	0.00827497	26177
395.0617284	ANC	1292	1	0.002080257	5.305
175.5829904	ANC	1292	1	0.004045035	9.335
78.03688462	ANC	1292	1	0.008676158	19.955
34.68305983	ANC	1292	1	0.005055801	9.155
15.41469326	ANC	1292	1	0.0123179	26.645
6.850974782	ANC	1292	1	0.014002374	30.985
3.044877681	ANC	1292	1	0.008530073	20.17
1.353278969	ANC	1292	1	0.020545064	50.345
0.60145732	ANC	1292	1	0.008	21.725
0.267314364	ANC	1292	1	0.107322786	122.225
2000	ANC	1972	1	0.002058159	33329
888.8888889	ANC	1972	1	0.003917819	35977
395.0617284	ANC	1972	1	0.002073173	30376
175.5829904	ANC	1972	1	0.004677649	10.845
78.03688462	ANC	1972	1	0.63742875	1207.13
34.68305983	ANC	1972	1	0.537643188	1099.775
15.41469326	ANC	1972	1	0.480841754	1092.915
6.850974782	ANC	1972	1	0.311422407	759.1
3.044877681	ANC	1972	1	0.444617063	1017.17
1.353278969	ANC	1972	1	0.351155454	850.58
0.60145732	ANC	1972	1	0.826246178	1550.6
0.267314364	ANC	1972	1	0.426016498	1024.52
1333.333333	ANC	262	2	0.00620179	14.465
592.5925926	ANC	262	2	0.003108058	6.525
263.3744856	ANC	262	2	0.005036213	11.355
117.0553269	ANC	262	2	0.004014153	45512
52.02458975	ANC	262	2	0.006560441	14.905
23.12203989	ANC	262	2	0.007069474	16.275
10.27646217	ANC	262	2	0.019115743	45.44
4.567316521	ANC	262	2	0.008371057	17.63
2.029918454	ANC	262	2	0.015172425	45535
0.90218598	ANC	262	2	0.296797268	325.565
0.400971546	ANC	262	2	0.26757082	356.46
0	ANC	262	2	0.299217625	436.705
2000	ANC	2160	2	0.001041958	2.985
888.8888889	ANC	2160	2	0.106444606	14.375
395.0617284	ANC	2160	2	45077.97061	35977
175.5829904	ANC	2160	2	0.008144456	16.425
78.03688462	ANC	2160	2	0.00812667	22.225
34.68305983	ANC	2160	2	0.00336002	8.045
15.41469326	ANC	2160	2	107190.2887	27.105
6.850974782	ANC	2160	2	0.011847018	29.32
3.044877681	ANC	2160	2	0.008772345	45432
1.353278969	ANC	2160	2	0.016506947	38.68
0.60145732	ANC	2160	2	968730.7498	34.02
0.267314364	ANC	2160	2	0.143936841	274.06
2000	ANC	2659	2	0.001	45474
888.8888889	ANC	2659	2	0.002017128	47239
395.0617284	ANC	2659	2	0.008077527	13.715
175.5829904	ANC	2659	2	0.015566115	31.29
78.03688462	ANC	2659	2	0.055287626	113.33
34.68305983	ANC	2659	2	0.017890408	36.835
15.41469326	ANC	2659	2	0.032779323	76.955
6.850974782	ANC	2659	2	0.407484922	136.745
3.044877681	ANC	2659	2	0.44952587	854.655
1.353278969	ANC	2659	2	0.445032585	853.905
0.60145732	ANC	2659	2	0.784868188	1498.27
0.267314364	ANC	2659	2	0.5516689	1137.54
2000	ANC	only medium	2	0.002148056	21641
888.8888889	ANC	only medium	2	0.006926838	15.965
395.0617284	ANC	only medium	2	0.004093621	15220
175.5829904	ANC	only medium	2	0.004981305	11.955
78.03688462	ANC	only medium	2	0.007129289	17.555
34.68305983	ANC	only medium	2	0.00307111	7.255
15.41469326	ANC	only medium	2	0.010785911	24.945
6.850974782	ANC	only medium	2	0.011488129	26.52
3.044877681	ANC	only medium	2	0.007619314	18.755
1.353278969	ANC	only medium	2	0.012661518	30.2
0.60145732	ANC	only medium	2	0.008331651	20.425
0.267314364	ANC	only medium	2	0.016388337	31.965
1333.333333	ANC	1292	2	0.006282606	30225
592.5925926	ANC	1292	2	0.006711535	12693
263.3744856	ANC	1292	2	0.00495251	10.785
117.0553269	ANC	1292	2	0.004	15615
52.02458975	ANC	1292	2	0.007086351	17.19
23.12203989	ANC	1292	2	0.006926636	16.195
10.27646217	ANC	1292	2	0.015178539	37.01
4.567316521	ANC	1292	2	0.006607719	15.055
2.029918454	ANC	1292	2	0.009801736	23.915
0.90218598	ANC	1292	2	0.00731421	16.415
0.400971546	ANC	1292	2	0.167111883	57.74
0	ANC	1292	2	0.289298955	588.835
1333.333333	ANC	1972	2	0.002666162	45389
592.5925926	ANC	1972	2	0.003695299	45512
263.3744856	ANC	1972	2	0.004554155	10.525
117.0553269	ANC	1972	2	0.352791905	588.515
52.02458975	ANC	1972	2	0.37127616	854.07
23.12203989	ANC	1972	2	0.397431144	947.035
10.27646217	ANC	1972	2	0.594750518	1401.515
4.567316521	ANC	1972	2	0.816523715	1848.005
2.029918454	ANC	1972	2	0.339676114	825.39
0.90218598	ANC	1972	2	0.435214333	1045.83
0.400971546	ANC	1972	2	0.80849834	1523.69
0	ANC	1972	2	0.31636133	773.88
1333.333333	ANC	2160	2	0.002627002	22798
592.5925926	ANC	2160	2	0.005702681	45512
263.3744856	ANC	2160	2	0.006772844	13.995
117.0553269	ANC	2160	2	0.00544744	9.705
52.02458975	ANC	2160	2	0.007570294	16.945
23.12203989	ANC	2160	2	0.005545442	31352
10.27646217	ANC	2160	2	0.013763711	33.775
4.567316521	ANC	2160	2	0.007264799	15.235
2.029918454	ANC	2160	2	0.00945199	21.695
0.90218598	ANC	2160	2	0.007571142	16.515
0.400971546	ANC	2160	2	0.009943169	22.49
0	ANC	2160	2	0.145062168	268.93
1333.333333	ANC	2659	2	0.002044759	27150
592.5925926	ANC	2659	2	0.002024861	11444
263.3744856	ANC	2659	2	0.003053461	7.325
117.0553269	ANC	2659	2	0.003502985	19815
52.02458975	ANC	2659	2	0.026451341	37.045
23.12203989	ANC	2659	2	0.018244879	37.415
10.27646217	ANC	2659	2	0.029390317	72.79
4.567316521	ANC	2659	2	0.472452323	599.84
2.029918454	ANC	2659	2	0.487563366	967.47
0.90218598	ANC	2659	2	0.339215052	733.605
0.400971546	ANC	2659	2	0.657743928	1125.27
0	ANC	2659	2	0.539043506	1047.145
1333.333333	ANC	only medium	2	0.005407399	11.555
592.5925926	ANC	only medium	2	0.004	32021
263.3744856	ANC	only medium	2	0.004147376	9.995
117.0553269	ANC	only medium	2	0.002887816	6.305
52.02458975	ANC	only medium	2	0.007	18.025
23.12203989	ANC	only medium	2	0.005174429	17137
10.27646217	ANC	only medium	2	0.016645557	39.315
4.567316521	ANC	only medium	2	0.005088808	11.005
2.029918454	ANC	only medium	2	0.008527949	19.79
0.90218598	ANC	only medium	2	0.006093448	13.91
0.400971546	ANC	only medium	2	0.006758423	15.275
0	ANC	only medium	2	0.016393756	41.27
2000	ANC	262	2	0.002091609	34060
888.8888889	ANC	262	2	0.004719622	11.365
395.0617284	ANC	262	2	0.002728244	5.525
175.5829904	ANC	262	2	0.004183429	10.235
78.03688462	ANC	262	2	0.008151787	19.255
34.68305983	ANC	262	2	0.00427521	45421
15.41469326	ANC	262	2	0.013463377	30.55
6.850974782	ANC	262	2	0.012302435	30.61
3.044877681	ANC	262	2	0.010795398	22.515
1.353278969	ANC	262	2	0.575269055	131.895
0.60145732	ANC	262	2	0.277828863	342.36
0.267314364	ANC	262	2	0.257264561	361.785
2000	ANC	1292	2	0.002090063	34425
888.8888889	ANC	1292	2	0.004842017	11.685
395.0617284	ANC	1292	2	0.004278986	18111
175.5829904	ANC	1292	2	0.004806668	10.345
78.03688462	ANC	1292	2	0.01586719	31.575
34.68305983	ANC	1292	2	0.01379969	43313
15.41469326	ANC	1292	2	0.011479728	24.645
6.850974782	ANC	1292	2	0.484041735	288.785
3.044877681	ANC	1292	2	0.020095723	39.05
1.353278969	ANC	1292	2	0.016464853	35.83
0.60145732	ANC	1292	2	0.009378664	24.89
0.267314364	ANC	1292	2	0.149785177	115.48
2000	ANC	1972	2	0.002450221	3.665
888.8888889	ANC	1972	2	0.005025673	12.445
395.0617284	ANC	1972	2	0.003	45474
