AB	Pop	Species	Replicate	k	auc_e
2.029918454	ANC	3031	2	1681484.181	37.12
0.90218598	ANC	3031	2	3151824.489	43.885
0.400971546	ANC	3031	2	1579091.424	38.39
0	ANC	3031	2	0.298007841	145.075
2000	ANC	97	2	0.002305832	15432
888.8888889	ANC	97	2	0.005648591	45304
395.0617284	ANC	97	2	0.003867447	5.695
175.5829904	ANC	97	2	0.005208638	14550
78.03688462	ANC	97	2	0.009937511	20.33
34.68305983	ANC	97	2	0.004850632	45545
15.41469326	ANC	97	2	0.008878383	22.115
6.850974782	ANC	97	2	0.011998521	45623
3.044877681	ANC	97	2	0.006602315	16.695
1.353278969	ANC	97	2	0.007436284	16.455
0.60145732	ANC	97	2	0.292857697	494.36
0.267314364	ANC	97	2	0.583848448	931.15
2000	ANC	1279	2	4172.185019	4.305
888.8888889	ANC	1279	2	0.009504489	16.915
395.0617284	ANC	1279	2	0.001061026	33604
175.5829904	ANC	1279	2	0.004895506	11.245
78.03688462	ANC	1279	2	0.007462603	19.365
34.68305983	ANC	1279	2	0	0
15.41469326	ANC	1279	2	0.009644966	19.31
6.850974782	ANC	1279	2	0.011841411	26.49
3.044877681	ANC	1279	2	0.009984876	22.17
1.353278969	ANC	1279	2	0.024960043	53.785
0.60145732	ANC	1279	2	0.012531556	26.13
0.267314364	ANC	1279	2	0.145785123	311.86
2000	ANC	1842	2	0.001380495	3.725
888.8888889	ANC	1842	2	0.004314217	9.925
395.0617284	ANC	1842	2	0.004224453	42614
175.5829904	ANC	1842	2	0.004367818	9.805
78.03688462	ANC	1842	2	0.00883273	19.825
34.68305983	ANC	1842	2	0.003099174	7.005
15.41469326	ANC	1842	2	0.011926634	26.83
6.850974782	ANC	1842	2	0.007349648	18.64
